respondent_id,h1n1_vaccine,seasonal_vaccine
26849,0.2182959235806029,0.4856566149979025
26850,0.635106412622675,0.43825588413037014
26851,0.03786682750772555,0.0707487124736895
26852,0.03204469633253909,0.0739657134172563
26853,0.32727706139850127,0.3254614652506587
26854,0.018176289944054676,0.0511027322920135
26855,0.26666146904719895,0.857236009571678
26856,0.04977909403753824,0.04267227129983684
26857,0.5472773925915896,0.16282697046495295
26858,0.085662363365877,0.652422661511186
26859,0.012738085479374063,0.06911776038750138
26860,0.09833595614790017,0.1438719331300532
26861,0.034728874968410615,0.06590622361754289
26862,0.020567071573538303,0.13666714156686632
26863,0.04743582000560925,0.39062214964423975
26864,0.4180806296368485,0.32379629024507933
26865,0.02061802786042839,0.04105362630513698
26866,0.040790899315615504,0.7069090888916895
26867,0.16023701468305818,0.10438233562336854
26868,0.9004379392957084,0.9047981830858672
26869,0.027181489589786407,0.13711851264962208
26870,0.7679721456138775,0.8796983092362255
26871,0.020480224295308602,0.03098193807539538
26872,0.0674055478725784,0.3123085403453848
26873,0.07091156581344008,0.7647227785894302
26874,0.060767561050298576,0.10486597873787287
26875,0.354832143704163,0.7342165790579389
26876,0.04886261808006712,0.07953398481111747
26877,0.11376972576563618,0.10231587457933729
26878,0.0841627408901146,0.1917601347616753
26879,0.010085016705246308,0.028122660668664323
26880,0.05695539334572899,0.12566409376236828
26881,0.017738456184843415,0.04557164489269435
26882,0.02120395162201704,0.02998807065181967
26883,0.06852262207353317,0.2068733252156241
26884,0.207682133700578,0.1576338056295886
26885,0.19789595461825776,0.8009119363414243
26886,0.14256495358128304,0.8679956650921581
26887,0.7939333739138265,0.9326716113760329
26888,0.9451284779603399,0.9502530216883465
26889,0.01184661318874605,0.08560370709387907
26890,0.08106377069640797,0.3000763121584766
26891,0.6765647336388994,0.836899090871858
26892,0.04593357854292715,0.6781366255113483
26893,0.022130640526363356,0.05559800369444045
26894,0.2872056736048783,0.2596259761623487
26895,0.028439122045320644,0.8705874607826651
26896,0.032475000142243846,0.031169140696383078
26897,0.04496151425849332,0.3955210045034138
26898,0.10490343366481,0.626380023697617
26899,0.012845448672906667,0.053089055572791186
26900,0.047139961862358526,0.1668668802399223
26901,0.03997362754576416,0.400657486447573
26902,0.14819895333352912,0.87651811441269
26903,0.20534912285574722,0.09706270295497528
26904,0.06481248907223891,0.4795266668353854
26905,0.28939099235859056,0.8679774623927029
26906,0.02534758519730819,0.25543758100314706
26907,0.010668944178901414,0.6930194425128758
26908,0.048813864737874246,0.7267807570758567
26909,0.07780181917919195,0.17165432893483173
26910,0.06603499833515504,0.3690691505837011
26911,0.05128618130028887,0.07271145619505255
26912,0.6157521312189052,0.8721245556746821
26913,0.6630672505494349,0.8166361633979696
26914,0.017187709461260272,0.1035166311598349
26915,0.036904650934890516,0.6630451912177633
26916,0.027121165319756863,0.2992528190582614
26917,0.018215352431743652,0.06413248936595083
26918,0.931105917151117,0.9539639060693238
26919,0.060824492226092486,0.5110815625139398
26920,0.011813001321478896,0.051326323145841034
26921,0.08864654186145605,0.875989075354943
26922,0.028916721361160504,0.7976728652173156
26923,0.28161760782498974,0.5420055859301955
26924,0.9183916068014755,0.9680777501004397
26925,0.1797142705414454,0.8742272985048549
26926,0.5391581824384832,0.5153876756735465
26927,0.4802551988462563,0.6864160398194535
26928,0.06583792847641542,0.55861530369174
26929,0.07887409702233264,0.3017437994019765
26930,0.6532076465365246,0.8599423684409122
26931,0.17001741741529353,0.5128147291021506
26932,0.07978341363717624,0.9406028577010235
26933,0.013433902846803849,0.5264757462690515
26934,0.25749282700683185,0.663012021875015
26935,0.07030477746384371,0.4208264430254085
26936,0.386462554326937,0.2349615687147853
26937,0.18348723775149978,0.8178051812783288
26938,0.026849355828278115,0.03615149824950982
26939,0.05078908916893145,0.11125716348424228
26940,0.053538665900964545,0.1948573160856191
26941,0.08951350600379254,0.31750811688181635
26942,0.5067969215210236,0.819790858631904
26943,0.039242315801042614,0.6945336880580688
26944,0.020127503372903494,0.09847177363910985
26945,0.03523869232928834,0.651280112460271
26946,0.0481593768950262,0.65567632449069
26947,0.25306921541160193,0.6049022167215964
26948,0.037620577384384624,0.043830960526228126
26949,0.0208713926093513,0.04023682311609316
26950,0.035520285823563334,0.4112190505692893
26951,0.0900287083393427,0.19799273130722414
26952,0.8826182044539356,0.9431954459329722
26953,0.40167315419160265,0.9216169479553271
26954,0.00943739363814932,0.07225297309136641
26955,0.07226860553611353,0.7089378709279167
26956,0.2523169562028608,0.2337041223266295
26957,0.0350092149515532,0.9545980422376648
26958,0.08258151781776998,0.7308923136474446
26959,0.040683822128580564,0.28946535721101424
26960,0.019655415128432004,0.0569740053003097
26961,0.38932849149015875,0.42320761068805185
26962,0.08187042593357362,0.9107252620009191
26963,0.0567989653172227,0.22796718719952178
26964,0.060471323844704536,0.2640673291551335
26965,0.5022325245356284,0.9063914652281243
26966,0.040538100464743036,0.06366061479307336
26967,0.13431743832887819,0.5682436171415179
26968,0.03997355776198423,0.9011135642769853
26969,0.058328066659130366,0.08725118927128218
26970,0.8468877918727566,0.6281714099812262
26971,0.055028833461947556,0.12443319677771848
26972,0.024152796603943486,0.03983391887057889
26973,0.03547321945256026,0.15757385735497934
26974,0.2638176105612365,0.23868718285801196
26975,0.10373638042415231,0.7819654832798059
26976,0.9039248874743212,0.5162955419148886
26977,0.08333909392100394,0.38499315045461685
26978,0.025137968972216554,0.8470403853943432
26979,0.6369477225766181,0.9331039175038827
26980,0.041756377512189635,0.0626949607534171
26981,0.0205039029586372,0.37512643554558145
26982,0.8474131977218231,0.9301883081359255
26983,0.1995330155017702,0.5004909872397898
26984,0.015229479605926105,0.0763078405176996
26985,0.01980528588462765,0.04474653369154177
26986,0.03702093637967333,0.25016735460683814
26987,0.030416757369262873,0.15657302085852204
26988,0.019811483126588304,0.058879697367012825
26989,0.5157642283735329,0.8849145854781156
26990,0.00879962661023963,0.03521475002237896
26991,0.09294349196721059,0.42102955455098684
26992,0.3439227878452264,0.46562637232396686
26993,0.033992408664080896,0.9040066280997927
26994,0.13760706173458537,0.26780000168388285
26995,0.06622018205445832,0.23042913050482133
26996,0.3657990298099191,0.35804063254705254
26997,0.01417166764524299,0.0311280620621874
26998,0.05741760208008353,0.04212417450523195
26999,0.2931720318490888,0.553991177570816
27000,0.03560018545212492,0.26154009653178373
27001,0.07027564513566528,0.8928591844695378
27002,0.016226756546346234,0.23407500792584984
27003,0.010380597448757412,0.03785563545383762
27004,0.23619350014375443,0.3461962384233347
27005,0.4327088457342326,0.8649646665524854
27006,0.8018901240002191,0.7707767759772625
27007,0.02581415903612813,0.11066614988041414
27008,0.04550416211194208,0.04042183206326498
27009,0.06073661987272023,0.1290004187629444
27010,0.01826143082088991,0.07928487473917291
27011,0.043558957607622996,0.09049550261555663
27012,0.24089055604767629,0.542873598188281
27013,0.09658892549892538,0.372634808882288
27014,0.030237882105819264,0.22567265128729705
27015,0.19971601835734057,0.2367671525790141
27016,0.10299387913562479,0.23451697032797028
27017,0.715798680283338,0.8632349445088162
27018,0.023973244031795748,0.16630043874367118
27019,0.9334005093358639,0.9553255528776405
27020,0.1398237962809679,0.17740279636527673
27021,0.18114052004397063,0.6167953353262375
27022,0.046700486184751845,0.1877719388841677
27023,0.08310610323847989,0.2191610917237338
27024,0.05206710184837328,0.2882027244592159
27025,0.1678652882102044,0.10217025657188682
27026,0.022804537389970136,0.40416837029294433
27027,0.034609255777662336,0.8617661357809083
27028,0.7184389072415205,0.8919579716278252
27029,0.15310478758886148,0.3167163803409295
27030,0.31425411045539425,0.20531278893806523
27031,0.5549843797092705,0.9153737985060136
27032,0.12107200960169655,0.705590234836106
27033,0.6547216890939633,0.7633012082213219
27034,0.015442176071958748,0.6091811512675771
27035,0.33878073857643115,0.36893922407958923
27036,0.4600648078214896,0.8137287603665722
27037,0.60726260972258,0.7935379470893189
27038,0.009414387829942363,0.036072802807049685
27039,0.4082716254108103,0.8522333463322532
27040,0.07643136810906084,0.24414208176166063
27041,0.036130024561405495,0.7020189433700593
27042,0.027641018334433966,0.7304703932938552
27043,0.30059843577470313,0.7725144994516896
27044,0.016736003683728955,0.0556577235532082
27045,0.04893827483467482,0.6862980501347247
27046,0.0517121635673641,0.08325127810622394
27047,0.5980333333369319,0.5367054609836528
27048,0.050187359616343984,0.48076835354846104
27049,0.3123779640287271,0.8554329593185659
27050,0.05188818709192294,0.7633878727352387
27051,0.13024568443911985,0.30252261999540414
27052,0.01755439064521484,0.12598820669573707
27053,0.9144508539783582,0.9608130881789196
27054,0.03597505192073504,0.03887777824420812
27055,0.03063398110087917,0.7913221961668134
27056,0.05527382905703692,0.09487354905126566
27057,0.01706722052983405,0.035655764899433645
27058,0.9186595778436573,0.9255991812131686
27059,0.05987429962295693,0.08509227783299593
27060,0.01756588084696364,0.3000661219559123
27061,0.017313823468538676,0.5405348790066293
27062,0.03844422778854451,0.4956185579702241
27063,0.024041678741286897,0.6195286251943941
27064,0.09147735568519498,0.495974955399061
27065,0.12370040643998911,0.6439721790302513
27066,0.03255681515717791,0.4418341880999592
27067,0.5949655224782389,0.8664530557593109
27068,0.648246828178094,0.8983727435191091
27069,0.8229600532377492,0.9344573815887017
27070,0.014694618240673512,0.038060431707371764
27071,0.06086973178840863,0.07632271475252132
27072,0.16799297591557316,0.7205962697378436
27073,0.04987590434536622,0.9260419961889264
27074,0.03838799750625003,0.3230536865975063
27075,0.4803099389195362,0.7727681266353578
27076,0.7548647889956628,0.7560110114461019
27077,0.037518832890379654,0.07843767413479255
27078,0.09258945387760902,0.804575008217904
27079,0.06399179861670953,0.834804568249355
27080,0.16548062337549535,0.13244249992337165
27081,0.06513344787414041,0.8520571919394243
27082,0.1980721074288715,0.3766229755466429
27083,0.06266138164424848,0.34870158943846996
27084,0.7914460682527659,0.6383739558465047
27085,0.015171713455269973,0.04286604898124397
27086,0.013521334496547265,0.06507207666704755
27087,0.030251796213412,0.16517702399381004
27088,0.18116990091933938,0.5952822825957418
27089,0.18813582904556592,0.20052575327537803
27090,0.48576798437406615,0.6581165281569942
27091,0.6114319165230022,0.26463641769315477
27092,0.08194840623045067,0.20444279242380697
27093,0.24220011484676207,0.16807108985405037
27094,0.02105947454880971,0.05224334462573057
27095,0.10006765440090545,0.6890322232301249
27096,0.0856528645282388,0.1675730693175023
27097,0.3657311167696964,0.6400477145609682
27098,0.5016919536608837,0.8682043248872859
27099,0.34081244992018755,0.5571782157103708
27100,0.10362789693883678,0.6830686848224844
27101,0.07272699927446598,0.48236863826741205
27102,0.10267884007881764,0.9279549787256088
27103,0.02627979662154006,0.06529026940163656
27104,0.5568605790444269,0.4958636180979138
27105,0.10808203863398205,0.47077193376701815
27106,0.8364976479002426,0.9052207670147898
27107,0.4978428179731545,0.803315573762399
27108,0.33242402440302726,0.2543961503104405
27109,0.07156627695302152,0.09200973874309584
27110,0.049723730339520315,0.2798428848779228
27111,0.08603516660872279,0.30777575300155696
27112,0.395771472560583,0.7290877023235539
27113,0.08054748211894566,0.07538386424277728
27114,0.07422869482660278,0.20042904518742108
27115,0.42436803408684576,0.838334915524262
27116,0.04593943056148028,0.9277292085676578
27117,0.015853235428446175,0.0634793145109029
27118,0.08501813935683279,0.47343729059512835
27119,0.059034591772981614,0.20874260025433283
27120,0.15297472542213988,0.9426901609430255
27121,0.022383075232693027,0.8937994871434504
27122,0.01719179756336622,0.26434093335164555
27123,0.045009024597660964,0.1270359299776941
27124,0.013429316231666492,0.06599683316855512
27125,0.017507286825002775,0.053986730377154894
27126,0.2595262701979334,0.08838935455962388
27127,0.037115746893489,0.06520235748544848
27128,0.24009699657597144,0.5665249446228114
27129,0.2759225675507925,0.6417139568859966
27130,0.09045282126036527,0.17295342604851083
27131,0.1241871939163884,0.0757547244924184
27132,0.18578346985534022,0.8604513474003654
27133,0.049017651700273536,0.5133574266114285
27134,0.8988942979043161,0.9703846523662536
27135,0.03000189577203551,0.497668639310698
27136,0.06437252772074363,0.6603121934947335
27137,0.06242910320272846,0.14010959600689402
27138,0.12358814788649819,0.5564383353859966
27139,0.04075441435232697,0.10263499672448294
27140,0.9554048246487621,0.9641537986955344
27141,0.4944886681910454,0.7916391539459883
27142,0.026166808910762913,0.11214837780239696
27143,0.3224434547086662,0.45170064886501715
27144,0.021359936895397422,0.05818343168306178
27145,0.5998662346510731,0.740694114591321
27146,0.09895989715506945,0.9063018999863827
27147,0.06240253736029455,0.232481266624968
27148,0.08360714385625267,0.08158218379862031
27149,0.13345894382588952,0.0437173895077971
27150,0.33459597420553894,0.9421747781028467
27151,0.3900368016007142,0.9341248431887237
27152,0.014126122273139384,0.17454043107016964
27153,0.45842854099949537,0.8938217508290235
27154,0.6917606741845642,0.8935446728265206
27155,0.2548648671121249,0.7728583982887722
27156,0.014795758126118089,0.17500958030578903
27157,0.022969150354246626,0.6551910115221967
27158,0.021920167166900907,0.2573542845615399
27159,0.03048988471530755,0.1082555523924995
27160,0.08773970149092464,0.18529665503648843
27161,0.5507028052584082,0.778814580046855
27162,0.023306426360698445,0.8935044980408936
27163,0.46507184465707135,0.47290239540594253
27164,0.10866705437499447,0.1218165336575471
27165,0.5521871477648935,0.7973350269127241
27166,0.18691188137973075,0.267651443729686
27167,0.12825576059904278,0.7868491687092493
27168,0.04530219818954907,0.6005361088281411
27169,0.6424441707249968,0.7404198577599121
27170,0.7623355291148799,0.9356752108569508
27171,0.019702751236696917,0.2741782581967491
27172,0.06267574932317353,0.91978725715474
27173,0.3150776578409688,0.5773315630503137
27174,0.07938875738952761,0.06424856040909405
27175,0.030618129248721173,0.06218879532039344
27176,0.8519464670514724,0.9286376708397649
27177,0.9123505938858167,0.9275005089042724
27178,0.039734626325114125,0.2694645964567656
27179,0.07976092502448208,0.20877996038726956
27180,0.06748818132519221,0.3539838813440848
27181,0.03623877527831392,0.9099647984039476
27182,0.2848994408772037,0.836133197899028
27183,0.030665031703942056,0.6605089363301433
27184,0.05287832266868431,0.518464626659451
27185,0.19439765516768,0.8311064295791263
27186,0.1352542296358295,0.8634674891251624
27187,0.05802849022965034,0.18208482595315836
27188,0.10564656514748755,0.42174847744395166
27189,0.06311670583962666,0.8195394845833389
27190,0.19176636215610987,0.8090848494369022
27191,0.16459087310255646,0.9572054471232588
27192,0.17989161717808108,0.8056511152278935
27193,0.014396372967620148,0.11000947905510808
27194,0.17330979168534338,0.4174507923823179
27195,0.028667077140960003,0.08311171245858581
27196,0.10562870833614263,0.149477133080679
27197,0.0573142681437522,0.5660414924398102
27198,0.6134807139378496,0.9386982137020033
27199,0.05283004600391363,0.16983421324591677
27200,0.2563906302058057,0.6929907374264828
27201,0.5555037175952457,0.8143564408011664
27202,0.04116831809741445,0.10465653350420334
27203,0.025811496473939082,0.07132326957627218
27204,0.019078490326738085,0.040774637227789845
27205,0.141683416016293,0.2552053684405217
27206,0.22296277748975257,0.3318731279386778
27207,0.18491324469638926,0.12419288417107206
27208,0.8939343703298476,0.7064578516565058
27209,0.30772996668797603,0.36029992292263197
27210,0.09671144862084928,0.20654359948522794
27211,0.0383452940764385,0.1578342190346768
27212,0.3668456040611324,0.9186172446307461
27213,0.3663711258674819,0.40152450071503615
27214,0.028854140788466147,0.05492443431962057
27215,0.16072348173815174,0.6673187092703576
27216,0.09542603837887911,0.8879913423687097
27217,0.07236940784633791,0.21731083580254715
27218,0.7117398356603687,0.9238714225221542
27219,0.6645827969253226,0.7701770506245719
27220,0.31929195434215335,0.4627702129842414
27221,0.029323408756811532,0.7430971254242762
27222,0.132952245473929,0.685445634543241
27223,0.01841145167896255,0.8263891251572193
27224,0.10131410223942146,0.7210706652496449
27225,0.434507048431641,0.2637416457746304
27226,0.02840465869060661,0.1756878197138695
27227,0.20922737086512805,0.22988537735199685
27228,0.8010808464131413,0.9390933591279165
27229,0.5411207789823735,0.8391678829444084
27230,0.20879105566771736,0.9555146682478369
27231,0.37440797286495764,0.9186882358256891
27232,0.07017197977215386,0.5551145409337888
27233,0.39499014455055165,0.23835833269634948
27234,0.021900699624240193,0.05629613206325209
27235,0.9346535627351733,0.9687281636965155
27236,0.07244113541159668,0.9445480333313296
27237,0.6787962298526045,0.8399264360064003
27238,0.7955596657131465,0.8831554016380032
27239,0.2714496039247643,0.2543342060567813
27240,0.06729443660749265,0.45891914811282436
27241,0.05349470337626163,0.11391368181789757
27242,0.15047426312076514,0.4564817840054324
27243,0.03163458455017813,0.07344240408484626
27244,0.018983584720901066,0.04037604850366376
27245,0.05514748728525148,0.3711340656782146
27246,0.8580083622442586,0.9532464125214953
27247,0.22573337935540852,0.964215871598262
27248,0.2932485597396225,0.8311915230641591
27249,0.05230574302692983,0.5163320851284023
27250,0.05870785196019469,0.10620536988950308
27251,0.0491647079649307,0.33815655782579707
27252,0.22234008300714708,0.5219730589832093
27253,0.016695382451244155,0.9109409855415943
27254,0.9511989435706365,0.9704494983687405
27255,0.13560544625201665,0.3203502019997793
27256,0.8477747397993612,0.9723381403207183
27257,0.5386624745369991,0.5463371076878147
27258,0.2766043209374393,0.741035590006656
27259,0.3601978699086138,0.8355379469886483
27260,0.10889274877703345,0.4317298233953489
27261,0.21534290693399571,0.8763366111112388
27262,0.09108582833109169,0.47959888867021094
27263,0.058377520997949926,0.08130174050908055
27264,0.036205877701717876,0.059591971710991606
27265,0.06710425430931055,0.33088477523827664
27266,0.10444460359083575,0.22460747326760827
27267,0.21706744089154958,0.5931189354648805
27268,0.030012305445533037,0.07654221036498965
27269,0.8724240135371023,0.5176747931439581
27270,0.01716048547499174,0.06975139822782009
27271,0.02134155834975269,0.1467016645558135
27272,0.04266915933895434,0.3799242907118502
27273,0.05343491027095515,0.15554961913671955
27274,0.19345266885249074,0.5285149957535149
27275,0.3353956760879323,0.3491967266780308
27276,0.013840203486443181,0.09051753343128074
27277,0.039204742392692365,0.9411131237934787
27278,0.033504358433853146,0.1884158487456563
27279,0.0376748153785469,0.1636014702361987
27280,0.4048488097018318,0.3784654548940028
27281,0.07218596817557708,0.34628812672622017
27282,0.07380723086203539,0.9330712300967603
27283,0.01668275692905807,0.14115470280142187
27284,0.29123372482522497,0.4886274422053874
27285,0.054123406040537544,0.2849978825776261
27286,0.13038200597390026,0.3185040760531489
27287,0.17283321112355685,0.7389070254584295
27288,0.7512957070619827,0.8012771459252597
27289,0.15772242559719798,0.4030280851705576
27290,0.01817154181950686,0.0419591911425912
27291,0.43456561158011286,0.8633917115639257
27292,0.05586563310027074,0.629564860126302
27293,0.03759238050305112,0.9051998224589689
27294,0.030032409221054844,0.047197898865917146
27295,0.4938390893018239,0.9204697921559817
27296,0.04091658835444505,0.74225952276976
27297,0.03681181512573168,0.7902734632595506
27298,0.02471930778768365,0.20364608340640503
27299,0.3738662843417776,0.7116097035571557
27300,0.052779490698013465,0.8576809400415296
27301,0.01305486616342825,0.03774558020397344
27302,0.16182369914509998,0.901354161278888
27303,0.08962689086259924,0.17306097898272416
27304,0.03857895220444318,0.7819496101863875
27305,0.017238670784657895,0.027412375140483697
27306,0.35973875381111703,0.6615094502145861
27307,0.8255926575162401,0.9015028877014454
27308,0.13416949263263042,0.1724329620573146
27309,0.8550151681669085,0.9541573236267001
27310,0.02895939878321009,0.11474902595475063
27311,0.057474467268342544,0.1501207055381447
27312,0.06801641972522965,0.5215050203944913
27313,0.01837726387185022,0.057257143137442484
27314,0.03221396769891081,0.046978072515630374
27315,0.03648474871898218,0.2126375267667629
27316,0.18739057546867494,0.7877567146621742
27317,0.08073287388822237,0.18099933044978664
27318,0.1915907763489685,0.3092733045213074
27319,0.2951585510042691,0.8879386028191679
27320,0.26952225047203404,0.7966114617937144
27321,0.03471356869291172,0.7860972933259238
27322,0.553148696528089,0.6352371114186494
27323,0.01661241941998886,0.4411626534762606
27324,0.10183425763076585,0.6060496317615415
27325,0.9171300792906586,0.9425568821900038
27326,0.04362447065072445,0.6484485435688186
27327,0.18562668707918026,0.31867505242238325
27328,0.24163959380102837,0.34101776901783304
27329,0.15520954629510647,0.3091953365454094
27330,0.01956967655936135,0.5696516363093922
27331,0.04202590539448184,0.11755950539641004
27332,0.07305385169142008,0.838366302033478
27333,0.859719884252583,0.8314398112342647
27334,0.029469671104475414,0.0412726906269095
27335,0.35429103443285404,0.13453813026224656
27336,0.05556707497011311,0.1259094611327255
27337,0.2768238527169272,0.7570828259038309
27338,0.3865319888256971,0.7150341222877491
27339,0.20387716115106175,0.2881980829055227
27340,0.008904969682252177,0.06970805985486696
27341,0.2966716031444664,0.7728019259954915
27342,0.078103452106398,0.6239975096139544
27343,0.03426132678724145,0.05703500241706989
27344,0.5967826838693905,0.5410125452167995
27345,0.04159193403398642,0.2116354926158382
27346,0.40289188692958383,0.8978279042310697
27347,0.7946847754802472,0.9188895003805904
27348,0.026293763920176245,0.2600907454850997
27349,0.06353112753616444,0.2004498704974986
27350,0.04101152219993652,0.913225641958326
27351,0.7033935819733603,0.8714021248756558
27352,0.08281810624819012,0.3857142302347101
27353,0.017705151231653702,0.09249805430592208
27354,0.4610949118455162,0.8484819105941815
27355,0.18512713706151343,0.13631975397841842
27356,0.2854522985883554,0.790048940886778
27357,0.04541062474672688,0.3264568264317189
27358,0.47911909963841104,0.6556814230961653
27359,0.37900583461944765,0.7720998097929956
27360,0.14532526210313512,0.7472023400085372
27361,0.029746318647930096,0.9088527801805195
27362,0.47887401723035417,0.59166679879702
27363,0.16427056002648052,0.17911176462833753
27364,0.04411912191918778,0.39508885483237677
27365,0.48441398129917,0.727929126197704
27366,0.3785800702339657,0.6517078936544058
27367,0.15096605565447202,0.4386111744726558
27368,0.03185198875618882,0.6841387593164892
27369,0.01898349650826428,0.03612848661713908
27370,0.05033343759460083,0.8368195986617647
27371,0.17976529624510584,0.35979795412594767
27372,0.049080110245526325,0.09616842739395139
27373,0.9253533663754786,0.8988610650859661
27374,0.015216236012735336,0.2274285272914719
